test_id,athlete_id,block_id,test_date,test_type,metric_name,metric_value,unit,test_context,attempts,best_attempt,surface,shoes,warmup_quality_1_5,notes,previous_test_value,change_from_previous_test,three_test_rolling_average,personal_best_to_date,personal_best_flag,baseline_value,change_from_baseline,percent_change_from_baseline,sleep_hours,sleep_quality_1_5,soreness_overall_1_10,knee_pain_0_10,ankle_pain_0_10,energy_1_5,stress_1_5,motivation_1_5,readiness_score,seven_day_training_load,twenty_eight_day_training_load,load_spike_ratio,recommendation,previous_night_sleep_hours,previous_night_sleep_quality,previous_session_date,previous_session_type,previous_session_focus,previous_session_duration,previous_session_rpe,previous_session_load,days_since_previous_session
1763,23,89,2026-01-01,jump_test,approach_touch,111.3,inches,Fresh,3,111.3,Weight room,Volleyball shoes,4,,,,111.3,111.3,True,111.3,0.0,0.0,6.3,1,2,1,0,5,4,5,65.5,108.0,108.0,,Modify Training,,,,,,,,,
1767,23,89,2026-01-06,jump_test,approach_touch,112.2,inches,After warmup,4,112.2,Track surface,Volleyball shoes,3,,111.3,0.9000000000000057,111.75,112.2,True,111.3,0.9000000000000057,0.81,7.3,2,3,2,0,5,3,5,73.0,1806.0,1806.0,,Train Hard,7.3,3.0,2026-01-05,rest,Full rest day,0.0,0.0,0.0,1.0
1771,23,89,2026-01-11,jump_test,approach_touch,113.0,inches,After practice,3,113.0,Track surface,Training shoes,4,,112.2,0.7999999999999972,112.17,113.0,True,111.3,1.7000000000000028,1.53,8.4,3,4,0,1,5,2,5,80.8,1780.0,3236.0,,Train Hard,6.5,1.0,2026-01-10,volleyball,Open gym or tournament,103.0,5.0,515.0,1.0
1775,23,89,2026-01-16,jump_test,approach_touch,112.6,inches,Morning test,5,112.6,Indoor court,Training shoes,5,,113.0,-0.4000000000000057,112.6,113.0,False,111.3,1.2999999999999972,1.17,6.3,1,6,2,1,5,3,5,60.4,2742.0,5463.0,,Modify Training,6.9,3.0,2026-01-15,recovery,Mobility and low-intensity recovery,33.0,3.0,99.0,1.0
1779,23,89,2026-01-21,jump_test,approach_touch,111.3,inches,After practice,5,111.3,Weight room,Basketball shoes,3,,112.6,-1.2999999999999972,112.3,113.0,False,111.3,0.0,0.0,6.8,1,4,1,0,4,2,4,62.2,2231.0,7227.0,,Modify Training,8.0,3.0,2026-01-20,plyometric,Jump power and elasticity,32.0,7.0,224.0,1.0
1783,23,90,2026-01-26,jump_test,approach_touch,117.1,inches,Morning test,5,117.1,Weight room,Training shoes,5,,111.3,5.799999999999997,113.67,117.1,True,111.3,5.799999999999997,5.21,7.1,2,2,0,0,5,5,5,67.3,3092.0,9335.0,,Modify Training,7.3,2.0,2026-01-25,rest,Full rest day,0.0,0.0,0.0,1.0
1787,23,90,2026-01-31,jump_test,approach_touch,115.0,inches,After practice,3,115.0,Track surface,Volleyball shoes,4,,117.1,-2.0999999999999943,114.47,117.1,False,111.3,3.700000000000003,3.32,9.2,5,4,3,0,5,5,5,78.3,3052.0,10251.0,1.1909082040776509,Train Hard,7.7,3.0,2026-01-30,strength,Upper-body strength,58.0,6.0,348.0,1.0
1791,23,90,2026-02-05,jump_test,approach_touch,112.8,inches,After practice,4,112.8,Track surface,Volleyball shoes,3,,115.0,-2.200000000000003,114.97,117.1,False,111.3,1.5,1.35,6.8,3,6,0,0,5,2,5,72.8,2599.0,10757.0,0.966440457376592,Train Hard,7.3,3.0,2026-02-04,volleyball,Skill practice and gameplay,96.0,8.0,768.0,1.0
1795,23,90,2026-02-10,jump_test,approach_touch,114.8,inches,Morning test,3,114.8,Track surface,Volleyball shoes,5,,112.8,2.0,114.2,117.1,False,111.3,3.5,3.14,8.4,4,6,2,1,5,4,4,70.1,3340.0,11739.0,1.1380867194820683,Train Hard,7.6,2.0,2026-02-09,strength,Lower-body strength,80.0,8.0,640.0,1.0
1799,23,90,2026-02-15,jump_test,approach_touch,117.0,inches,Morning test,3,117.0,Weight room,Training shoes,4,,114.8,2.200000000000003,114.87,117.1,False,111.3,5.700000000000003,5.12,8.7,4,6,2,0,5,3,5,77.0,2299.0,11241.0,0.8180766835690775,Train Hard,7.4,4.0,2026-02-14,volleyball,Open gym or tournament,94.0,8.0,752.0,1.0
1803,23,91,2026-02-20,jump_test,approach_touch,114.6,inches,After warmup,4,114.6,Track surface,Training shoes,3,,117.0,-2.4000000000000057,115.47,117.1,False,111.3,3.299999999999997,2.96,7.1,2,5,1,2,5,3,5,68.1,2710.0,11232.0,0.9650997150997151,Modify Training,6.7,1.0,2026-02-19,recovery,Mobility and low-intensity recovery,50.0,3.0,150.0,1.0
1807,23,91,2026-02-25,jump_test,approach_touch,115.4,inches,Fresh,3,115.4,Indoor court,Training shoes,4,,114.6,0.8000000000000114,115.67,117.1,False,111.3,4.1000000000000085,3.68,7.1,2,4,2,2,5,3,5,70.4,2589.0,10633.0,0.9739490266152544,Train Hard,5.4,1.0,2026-02-24,plyometric,Jump power and elasticity,38.0,8.0,304.0,1.0
1811,23,91,2026-03-02,jump_test,approach_touch,116.0,inches,After warmup,4,116.0,Weight room,Basketball shoes,4,,115.4,0.5999999999999943,115.33,117.1,False,111.3,4.700000000000003,4.22,7.1,2,4,1,0,5,2,4,71.6,2437.0,10350.0,0.9418357487922705,Train Hard,7.6,3.0,2026-03-01,rest,Full rest day,0.0,0.0,0.0,1.0
1815,23,91,2026-03-07,jump_test,approach_touch,116.3,inches,Fresh,5,116.3,Weight room,Volleyball shoes,4,,116.0,0.29999999999999716,115.9,117.1,False,111.3,5.0,4.49,7.8,4,5,1,0,5,2,5,80.9,2354.0,9552.0,0.9857621440536013,Train Hard,7.1,3.0,2026-03-06,strength,Upper-body strength,53.0,8.0,424.0,1.0
1819,23,91,2026-03-12,jump_test,approach_touch,118.4,inches,After warmup,5,118.4,Indoor court,Basketball shoes,4,,116.3,2.1000000000000085,116.9,118.4,True,111.3,7.1000000000000085,6.38,5.8,2,5,1,1,5,4,5,61.5,2511.0,9666.0,1.0391061452513966,Modify Training,6.4,3.0,2026-03-11,volleyball,Skill practice and gameplay,107.0,6.0,642.0,1.0
1823,23,92,2026-03-17,jump_test,approach_touch,115.8,inches,Fresh,5,115.8,Indoor court,Training shoes,3,,118.4,-2.6000000000000085,116.83,118.4,False,111.3,4.5,4.04,8.8,4,3,0,1,5,3,4,81.4,2973.0,10385.0,1.1451131439576312,Train Hard,7.3,2.0,2026-03-16,strength,Lower-body strength,76.0,7.0,532.0,1.0
1827,23,92,2026-03-22,jump_test,approach_touch,117.1,inches,After warmup,5,117.1,Track surface,Training shoes,4,,115.8,1.2999999999999972,117.1,118.4,False,111.3,5.799999999999997,5.21,7.5,4,3,1,1,5,3,5,81.0,2578.0,10384.0,0.9930662557781201,Train Hard,7.3,1.0,2026-03-21,volleyball,Open gym or tournament,75.0,5.0,375.0,1.0
1831,23,92,2026-03-27,jump_test,approach_touch,117.0,inches,Fresh,5,117.0,Weight room,Basketball shoes,5,,117.1,-0.09999999999999432,116.63,118.4,False,111.3,5.700000000000003,5.12,5.2,1,3,2,0,5,2,4,65.9,2046.0,10078.0,0.8120658860885096,Modify Training,7.3,2.0,2026-03-26,recovery,Mobility and low-intensity recovery,32.0,3.0,96.0,1.0
1835,23,92,2026-04-01,jump_test,approach_touch,119.7,inches,After warmup,4,119.7,Track surface,Basketball shoes,4,,117.0,2.700000000000003,117.93,119.7,True,111.3,8.400000000000006,7.55,7.9,2,3,1,0,4,4,4,63.1,2914.0,10570.0,1.1027436140018922,Modify Training,7.3,3.0,2026-03-31,plyometric,Jump power and elasticity,60.0,7.0,420.0,1.0
1839,23,92,2026-04-06,jump_test,approach_touch,117.9,inches,After warmup,3,117.9,Track surface,Basketball shoes,3,,119.7,-1.7999999999999972,118.2,119.7,False,111.3,6.6000000000000085,5.93,7.3,3,1,1,1,5,3,5,81.2,2938.0,10926.0,1.075599487461102,Train Hard,7.6,2.0,2026-04-05,rest,Full rest day,0.0,0.0,0.0,1.0
1761,23,89,2026-01-01,jump_test,approach_vertical,19.9,inches,Morning test,3,19.9,Indoor court,Volleyball shoes,4,,,,19.9,19.9,True,19.9,0.0,0.0,6.3,1,2,1,0,5,4,5,65.5,108.0,108.0,,Modify Training,,,,,,,,,
1765,23,89,2026-01-06,jump_test,approach_vertical,20.8,inches,After practice,4,20.8,Indoor court,Basketball shoes,5,,19.9,0.9000000000000021,20.35,20.8,True,19.9,0.9000000000000021,4.52,7.3,2,3,2,0,5,3,5,73.0,1806.0,1806.0,,Train Hard,7.3,3.0,2026-01-05,rest,Full rest day,0.0,0.0,0.0,1.0
1769,23,89,2026-01-11,jump_test,approach_vertical,21.6,inches,Fresh,3,21.6,Weight room,Basketball shoes,5,,20.8,0.8000000000000007,20.77,21.6,True,19.9,1.7000000000000028,8.54,8.4,3,4,0,1,5,2,5,80.8,1780.0,3236.0,,Train Hard,6.5,1.0,2026-01-10,volleyball,Open gym or tournament,103.0,5.0,515.0,1.0
1773,23,89,2026-01-16,jump_test,approach_vertical,21.2,inches,After practice,3,21.2,Weight room,Basketball shoes,4,,21.6,-0.40000000000000213,21.2,21.6,False,19.9,1.3000000000000007,6.53,6.3,1,6,2,1,5,3,5,60.4,2742.0,5463.0,,Modify Training,6.9,3.0,2026-01-15,recovery,Mobility and low-intensity recovery,33.0,3.0,99.0,1.0
1777,23,89,2026-01-21,jump_test,approach_vertical,19.9,inches,After practice,3,19.9,Indoor court,Training shoes,4,,21.2,-1.3000000000000007,20.9,21.6,False,19.9,0.0,0.0,6.8,1,4,1,0,4,2,4,62.2,2231.0,7227.0,,Modify Training,8.0,3.0,2026-01-20,plyometric,Jump power and elasticity,32.0,7.0,224.0,1.0
1781,23,90,2026-01-26,jump_test,approach_vertical,25.7,inches,Morning test,4,25.7,Track surface,Basketball shoes,4,,19.9,5.800000000000001,22.27,25.7,True,19.9,5.800000000000001,29.15,7.1,2,2,0,0,5,5,5,67.3,3092.0,9335.0,,Modify Training,7.3,2.0,2026-01-25,rest,Full rest day,0.0,0.0,0.0,1.0
1785,23,90,2026-01-31,jump_test,approach_vertical,23.6,inches,After practice,5,23.6,Track surface,Basketball shoes,4,,25.7,-2.099999999999998,23.07,25.7,False,19.9,3.700000000000003,18.59,9.2,5,4,3,0,5,5,5,78.3,3052.0,10251.0,1.1909082040776509,Train Hard,7.7,3.0,2026-01-30,strength,Upper-body strength,58.0,6.0,348.0,1.0
1789,23,90,2026-02-05,jump_test,approach_vertical,21.4,inches,Morning test,4,21.4,Indoor court,Volleyball shoes,3,,23.6,-2.200000000000003,23.57,25.7,False,19.9,1.5,7.54,6.8,3,6,0,0,5,2,5,72.8,2599.0,10757.0,0.966440457376592,Train Hard,7.3,3.0,2026-02-04,volleyball,Skill practice and gameplay,96.0,8.0,768.0,1.0
1793,23,90,2026-02-10,jump_test,approach_vertical,23.4,inches,Fresh,4,23.4,Weight room,Volleyball shoes,2,,21.4,2.0,22.8,25.7,False,19.9,3.5,17.59,8.4,4,6,2,1,5,4,4,70.1,3340.0,11739.0,1.1380867194820683,Train Hard,7.6,2.0,2026-02-09,strength,Lower-body strength,80.0,8.0,640.0,1.0
1797,23,90,2026-02-15,jump_test,approach_vertical,25.6,inches,Fresh,4,25.6,Weight room,Basketball shoes,4,,23.4,2.200000000000003,23.47,25.7,False,19.9,5.700000000000003,28.64,8.7,4,6,2,0,5,3,5,77.0,2299.0,11241.0,0.8180766835690775,Train Hard,7.4,4.0,2026-02-14,volleyball,Open gym or tournament,94.0,8.0,752.0,1.0
1801,23,91,2026-02-20,jump_test,approach_vertical,23.2,inches,Morning test,5,23.2,Weight room,Training shoes,5,,25.6,-2.400000000000002,24.07,25.7,False,19.9,3.3000000000000007,16.58,7.1,2,5,1,2,5,3,5,68.1,2710.0,11232.0,0.9650997150997151,Modify Training,6.7,1.0,2026-02-19,recovery,Mobility and low-intensity recovery,50.0,3.0,150.0,1.0
1805,23,91,2026-02-25,jump_test,approach_vertical,24.0,inches,Fresh,5,24.0,Indoor court,Volleyball shoes,3,,23.2,0.8000000000000007,24.27,25.7,False,19.9,4.100000000000001,20.6,7.1,2,4,2,2,5,3,5,70.4,2589.0,10633.0,0.9739490266152544,Train Hard,5.4,1.0,2026-02-24,plyometric,Jump power and elasticity,38.0,8.0,304.0,1.0
1809,23,91,2026-03-02,jump_test,approach_vertical,24.6,inches,After practice,5,24.6,Indoor court,Volleyball shoes,5,,24.0,0.6000000000000014,23.93,25.7,False,19.9,4.700000000000003,23.62,7.1,2,4,1,0,5,2,4,71.6,2437.0,10350.0,0.9418357487922705,Train Hard,7.6,3.0,2026-03-01,rest,Full rest day,0.0,0.0,0.0,1.0
1813,23,91,2026-03-07,jump_test,approach_vertical,24.9,inches,Morning test,4,24.9,Indoor court,Training shoes,4,,24.6,0.29999999999999716,24.5,25.7,False,19.9,5.0,25.13,7.8,4,5,1,0,5,2,5,80.9,2354.0,9552.0,0.9857621440536013,Train Hard,7.1,3.0,2026-03-06,strength,Upper-body strength,53.0,8.0,424.0,1.0
1817,23,91,2026-03-12,jump_test,approach_vertical,27.0,inches,After practice,4,27.0,Track surface,Basketball shoes,5,,24.9,2.1000000000000014,25.5,27.0,True,19.9,7.100000000000001,35.68,5.8,2,5,1,1,5,4,5,61.5,2511.0,9666.0,1.0391061452513966,Modify Training,6.4,3.0,2026-03-11,volleyball,Skill practice and gameplay,107.0,6.0,642.0,1.0
1821,23,92,2026-03-17,jump_test,approach_vertical,24.4,inches,Morning test,4,24.4,Track surface,Training shoes,4,,27.0,-2.6000000000000014,25.43,27.0,False,19.9,4.5,22.61,8.8,4,3,0,1,5,3,4,81.4,2973.0,10385.0,1.1451131439576312,Train Hard,7.3,2.0,2026-03-16,strength,Lower-body strength,76.0,7.0,532.0,1.0
1825,23,92,2026-03-22,jump_test,approach_vertical,25.7,inches,After warmup,3,25.7,Weight room,Training shoes,5,,24.4,1.3000000000000007,25.7,27.0,False,19.9,5.800000000000001,29.15,7.5,4,3,1,1,5,3,5,81.0,2578.0,10384.0,0.9930662557781201,Train Hard,7.3,1.0,2026-03-21,volleyball,Open gym or tournament,75.0,5.0,375.0,1.0
1829,23,92,2026-03-27,jump_test,approach_vertical,25.6,inches,After warmup,3,25.6,Track surface,Training shoes,2,,25.7,-0.09999999999999787,25.23,27.0,False,19.9,5.700000000000003,28.64,5.2,1,3,2,0,5,2,4,65.9,2046.0,10078.0,0.8120658860885096,Modify Training,7.3,2.0,2026-03-26,recovery,Mobility and low-intensity recovery,32.0,3.0,96.0,1.0
1833,23,92,2026-04-01,jump_test,approach_vertical,28.3,inches,After warmup,3,28.3,Indoor court,Basketball shoes,5,,25.6,2.6999999999999993,26.53,28.3,True,19.9,8.400000000000002,42.21,7.9,2,3,1,0,4,4,4,63.1,2914.0,10570.0,1.1027436140018922,Modify Training,7.3,3.0,2026-03-31,plyometric,Jump power and elasticity,60.0,7.0,420.0,1.0
1837,23,92,2026-04-06,jump_test,approach_vertical,26.5,inches,Morning test,5,26.5,Track surface,Basketball shoes,4,,28.3,-1.8000000000000007,26.8,28.3,False,19.9,6.600000000000001,33.17,7.3,3,1,1,1,5,3,5,81.2,2938.0,10926.0,1.075599487461102,Train Hard,7.6,2.0,2026-04-05,rest,Full rest day,0.0,0.0,0.0,1.0
1764,23,89,2026-01-01,jump_test,standing_touch,107.4,inches,Morning test,4,107.4,Indoor court,Basketball shoes,3,,,,107.4,107.4,True,107.4,0.0,0.0,6.3,1,2,1,0,5,4,5,65.5,108.0,108.0,,Modify Training,,,,,,,,,
1768,23,89,2026-01-06,jump_test,standing_touch,108.0,inches,Morning test,4,108.0,Track surface,Training shoes,4,,107.4,0.5999999999999943,107.7,108.0,True,107.4,0.5999999999999943,0.56,7.3,2,3,2,0,5,3,5,73.0,1806.0,1806.0,,Train Hard,7.3,3.0,2026-01-05,rest,Full rest day,0.0,0.0,0.0,1.0
1772,23,89,2026-01-11,jump_test,standing_touch,107.5,inches,Fresh,4,107.5,Indoor court,Volleyball shoes,4,,108.0,-0.5,107.63,108.0,False,107.4,0.09999999999999432,0.09,8.4,3,4,0,1,5,2,5,80.8,1780.0,3236.0,,Train Hard,6.5,1.0,2026-01-10,volleyball,Open gym or tournament,103.0,5.0,515.0,1.0
1776,23,89,2026-01-16,jump_test,standing_touch,108.0,inches,After warmup,4,108.0,Indoor court,Basketball shoes,4,,107.5,0.5,107.83,108.0,True,107.4,0.5999999999999943,0.56,6.3,1,6,2,1,5,3,5,60.4,2742.0,5463.0,,Modify Training,6.9,3.0,2026-01-15,recovery,Mobility and low-intensity recovery,33.0,3.0,99.0,1.0
1780,23,89,2026-01-21,jump_test,standing_touch,108.7,inches,Fresh,4,108.7,Track surface,Training shoes,3,,108.0,0.7000000000000028,108.07,108.7,True,107.4,1.2999999999999972,1.21,6.8,1,4,1,0,4,2,4,62.2,2231.0,7227.0,,Modify Training,8.0,3.0,2026-01-20,plyometric,Jump power and elasticity,32.0,7.0,224.0,1.0
1784,23,90,2026-01-26,jump_test,standing_touch,111.0,inches,After practice,5,111.0,Track surface,Basketball shoes,4,,108.7,2.299999999999997,109.23,111.0,True,107.4,3.5999999999999943,3.35,7.1,2,2,0,0,5,5,5,67.3,3092.0,9335.0,,Modify Training,7.3,2.0,2026-01-25,rest,Full rest day,0.0,0.0,0.0,1.0
1788,23,90,2026-01-31,jump_test,standing_touch,109.8,inches,After practice,5,109.8,Indoor court,Volleyball shoes,4,,111.0,-1.2000000000000028,109.83,111.0,False,107.4,2.3999999999999915,2.23,9.2,5,4,3,0,5,5,5,78.3,3052.0,10251.0,1.1909082040776509,Train Hard,7.7,3.0,2026-01-30,strength,Upper-body strength,58.0,6.0,348.0,1.0
1792,23,90,2026-02-05,jump_test,standing_touch,107.0,inches,After warmup,3,107.0,Indoor court,Volleyball shoes,5,,109.8,-2.799999999999997,109.27,111.0,False,107.4,-0.4000000000000057,-0.37,6.8,3,6,0,0,5,2,5,72.8,2599.0,10757.0,0.966440457376592,Train Hard,7.3,3.0,2026-02-04,volleyball,Skill practice and gameplay,96.0,8.0,768.0,1.0
1796,23,90,2026-02-10,jump_test,standing_touch,110.2,inches,Morning test,5,110.2,Track surface,Volleyball shoes,4,,107.0,3.200000000000003,109.0,111.0,False,107.4,2.799999999999997,2.61,8.4,4,6,2,1,5,4,4,70.1,3340.0,11739.0,1.1380867194820683,Train Hard,7.6,2.0,2026-02-09,strength,Lower-body strength,80.0,8.0,640.0,1.0
1800,23,90,2026-02-15,jump_test,standing_touch,114.0,inches,After warmup,4,114.0,Weight room,Training shoes,4,,110.2,3.799999999999997,110.4,114.0,True,107.4,6.599999999999994,6.15,8.7,4,6,2,0,5,3,5,77.0,2299.0,11241.0,0.8180766835690775,Train Hard,7.4,4.0,2026-02-14,volleyball,Open gym or tournament,94.0,8.0,752.0,1.0
1804,23,91,2026-02-20,jump_test,standing_touch,111.3,inches,After warmup,4,111.3,Weight room,Volleyball shoes,4,,114.0,-2.700000000000003,111.83,114.0,False,107.4,3.8999999999999915,3.63,7.1,2,5,1,2,5,3,5,68.1,2710.0,11232.0,0.9650997150997151,Modify Training,6.7,1.0,2026-02-19,recovery,Mobility and low-intensity recovery,50.0,3.0,150.0,1.0
1808,23,91,2026-02-25,jump_test,standing_touch,111.6,inches,After warmup,5,111.6,Indoor court,Training shoes,4,,111.3,0.29999999999999716,112.3,114.0,False,107.4,4.199999999999989,3.91,7.1,2,4,2,2,5,3,5,70.4,2589.0,10633.0,0.9739490266152544,Train Hard,5.4,1.0,2026-02-24,plyometric,Jump power and elasticity,38.0,8.0,304.0,1.0
1812,23,91,2026-03-02,jump_test,standing_touch,110.5,inches,After warmup,3,110.5,Track surface,Training shoes,5,,111.6,-1.0999999999999943,111.13,114.0,False,107.4,3.0999999999999943,2.89,7.1,2,4,1,0,5,2,4,71.6,2437.0,10350.0,0.9418357487922705,Train Hard,7.6,3.0,2026-03-01,rest,Full rest day,0.0,0.0,0.0,1.0
1816,23,91,2026-03-07,jump_test,standing_touch,113.2,inches,After warmup,4,113.2,Weight room,Basketball shoes,3,,110.5,2.700000000000003,111.77,114.0,False,107.4,5.799999999999997,5.4,7.8,4,5,1,0,5,2,5,80.9,2354.0,9552.0,0.9857621440536013,Train Hard,7.1,3.0,2026-03-06,strength,Upper-body strength,53.0,8.0,424.0,1.0
1820,23,91,2026-03-12,jump_test,standing_touch,113.8,inches,After warmup,5,113.8,Indoor court,Training shoes,5,,113.2,0.5999999999999943,112.5,114.0,False,107.4,6.3999999999999915,5.96,5.8,2,5,1,1,5,4,5,61.5,2511.0,9666.0,1.0391061452513966,Modify Training,6.4,3.0,2026-03-11,volleyball,Skill practice and gameplay,107.0,6.0,642.0,1.0
1824,23,92,2026-03-17,jump_test,standing_touch,109.5,inches,Morning test,3,109.5,Track surface,Basketball shoes,5,,113.8,-4.299999999999997,112.17,114.0,False,107.4,2.0999999999999943,1.96,8.8,4,3,0,1,5,3,4,81.4,2973.0,10385.0,1.1451131439576312,Train Hard,7.3,2.0,2026-03-16,strength,Lower-body strength,76.0,7.0,532.0,1.0
1828,23,92,2026-03-22,jump_test,standing_touch,114.6,inches,After warmup,3,114.6,Weight room,Volleyball shoes,5,,109.5,5.099999999999994,112.63,114.6,True,107.4,7.199999999999989,6.7,7.5,4,3,1,1,5,3,5,81.0,2578.0,10384.0,0.9930662557781201,Train Hard,7.3,1.0,2026-03-21,volleyball,Open gym or tournament,75.0,5.0,375.0,1.0
1832,23,92,2026-03-27,jump_test,standing_touch,114.4,inches,Fresh,5,114.4,Weight room,Volleyball shoes,4,,114.6,-0.19999999999998863,112.83,114.6,False,107.4,7.0,6.52,5.2,1,3,2,0,5,2,4,65.9,2046.0,10078.0,0.8120658860885096,Modify Training,7.3,2.0,2026-03-26,recovery,Mobility and low-intensity recovery,32.0,3.0,96.0,1.0
1836,23,92,2026-04-01,jump_test,standing_touch,115.3,inches,After practice,4,115.3,Indoor court,Basketball shoes,4,,114.4,0.8999999999999915,114.77,115.3,True,107.4,7.8999999999999915,7.36,7.9,2,3,1,0,4,4,4,63.1,2914.0,10570.0,1.1027436140018922,Modify Training,7.3,3.0,2026-03-31,plyometric,Jump power and elasticity,60.0,7.0,420.0,1.0
1840,23,92,2026-04-06,jump_test,standing_touch,113.1,inches,After practice,4,113.1,Track surface,Basketball shoes,4,,115.3,-2.200000000000003,114.27,115.3,False,107.4,5.699999999999989,5.31,7.3,3,1,1,1,5,3,5,81.2,2938.0,10926.0,1.075599487461102,Train Hard,7.6,2.0,2026-04-05,rest,Full rest day,0.0,0.0,0.0,1.0
1762,23,89,2026-01-01,jump_test,standing_vertical,16.0,inches,After practice,5,16.0,Indoor court,Basketball shoes,4,,,,16.0,16.0,True,16.0,0.0,0.0,6.3,1,2,1,0,5,4,5,65.5,108.0,108.0,,Modify Training,,,,,,,,,
1766,23,89,2026-01-06,jump_test,standing_vertical,16.6,inches,After practice,3,16.6,Indoor court,Volleyball shoes,5,,16.0,0.6000000000000014,16.3,16.6,True,16.0,0.6000000000000014,3.75,7.3,2,3,2,0,5,3,5,73.0,1806.0,1806.0,,Train Hard,7.3,3.0,2026-01-05,rest,Full rest day,0.0,0.0,0.0,1.0
1770,23,89,2026-01-11,jump_test,standing_vertical,16.1,inches,After practice,3,16.1,Indoor court,Training shoes,4,,16.6,-0.5,16.23,16.6,False,16.0,0.10000000000000142,0.63,8.4,3,4,0,1,5,2,5,80.8,1780.0,3236.0,,Train Hard,6.5,1.0,2026-01-10,volleyball,Open gym or tournament,103.0,5.0,515.0,1.0
1774,23,89,2026-01-16,jump_test,standing_vertical,16.6,inches,Fresh,5,16.6,Track surface,Training shoes,3,,16.1,0.5,16.43,16.6,True,16.0,0.6000000000000014,3.75,6.3,1,6,2,1,5,3,5,60.4,2742.0,5463.0,,Modify Training,6.9,3.0,2026-01-15,recovery,Mobility and low-intensity recovery,33.0,3.0,99.0,1.0
1778,23,89,2026-01-21,jump_test,standing_vertical,17.3,inches,After practice,4,17.3,Indoor court,Volleyball shoes,4,,16.6,0.6999999999999993,16.67,17.3,True,16.0,1.3000000000000007,8.13,6.8,1,4,1,0,4,2,4,62.2,2231.0,7227.0,,Modify Training,8.0,3.0,2026-01-20,plyometric,Jump power and elasticity,32.0,7.0,224.0,1.0
1782,23,90,2026-01-26,jump_test,standing_vertical,19.6,inches,After practice,4,19.6,Indoor court,Volleyball shoes,4,,17.3,2.3000000000000007,17.83,19.6,True,16.0,3.6000000000000014,22.5,7.1,2,2,0,0,5,5,5,67.3,3092.0,9335.0,,Modify Training,7.3,2.0,2026-01-25,rest,Full rest day,0.0,0.0,0.0,1.0
1786,23,90,2026-01-31,jump_test,standing_vertical,18.4,inches,After practice,4,18.4,Track surface,Training shoes,5,,19.6,-1.2000000000000028,18.43,19.6,False,16.0,2.3999999999999986,15.0,9.2,5,4,3,0,5,5,5,78.3,3052.0,10251.0,1.1909082040776509,Train Hard,7.7,3.0,2026-01-30,strength,Upper-body strength,58.0,6.0,348.0,1.0
1790,23,90,2026-02-05,jump_test,standing_vertical,15.6,inches,Fresh,3,15.6,Indoor court,Volleyball shoes,5,,18.4,-2.799999999999999,17.87,19.6,False,16.0,-0.40000000000000036,-2.5,6.8,3,6,0,0,5,2,5,72.8,2599.0,10757.0,0.966440457376592,Train Hard,7.3,3.0,2026-02-04,volleyball,Skill practice and gameplay,96.0,8.0,768.0,1.0
1794,23,90,2026-02-10,jump_test,standing_vertical,18.8,inches,After warmup,3,18.8,Weight room,Basketball shoes,3,,15.6,3.200000000000001,17.6,19.6,False,16.0,2.8000000000000007,17.5,8.4,4,6,2,1,5,4,4,70.1,3340.0,11739.0,1.1380867194820683,Train Hard,7.6,2.0,2026-02-09,strength,Lower-body strength,80.0,8.0,640.0,1.0
1798,23,90,2026-02-15,jump_test,standing_vertical,22.6,inches,Morning test,4,22.6,Track surface,Training shoes,5,,18.8,3.8000000000000007,19.0,22.6,True,16.0,6.600000000000001,41.25,8.7,4,6,2,0,5,3,5,77.0,2299.0,11241.0,0.8180766835690775,Train Hard,7.4,4.0,2026-02-14,volleyball,Open gym or tournament,94.0,8.0,752.0,1.0
1802,23,91,2026-02-20,jump_test,standing_vertical,19.9,inches,Morning test,3,19.9,Track surface,Volleyball shoes,4,,22.6,-2.700000000000003,20.43,22.6,False,16.0,3.8999999999999986,24.37,7.1,2,5,1,2,5,3,5,68.1,2710.0,11232.0,0.9650997150997151,Modify Training,6.7,1.0,2026-02-19,recovery,Mobility and low-intensity recovery,50.0,3.0,150.0,1.0
1806,23,91,2026-02-25,jump_test,standing_vertical,20.2,inches,Fresh,5,20.2,Indoor court,Volleyball shoes,4,,19.9,0.3000000000000007,20.9,22.6,False,16.0,4.199999999999999,26.25,7.1,2,4,2,2,5,3,5,70.4,2589.0,10633.0,0.9739490266152544,Train Hard,5.4,1.0,2026-02-24,plyometric,Jump power and elasticity,38.0,8.0,304.0,1.0
1810,23,91,2026-03-02,jump_test,standing_vertical,19.1,inches,Morning test,5,19.1,Indoor court,Volleyball shoes,5,,20.2,-1.0999999999999979,19.73,22.6,False,16.0,3.1000000000000014,19.38,7.1,2,4,1,0,5,2,4,71.6,2437.0,10350.0,0.9418357487922705,Train Hard,7.6,3.0,2026-03-01,rest,Full rest day,0.0,0.0,0.0,1.0
1814,23,91,2026-03-07,jump_test,standing_vertical,21.8,inches,After warmup,4,21.8,Weight room,Training shoes,5,,19.1,2.6999999999999993,20.37,22.6,False,16.0,5.800000000000001,36.25,7.8,4,5,1,0,5,2,5,80.9,2354.0,9552.0,0.9857621440536013,Train Hard,7.1,3.0,2026-03-06,strength,Upper-body strength,53.0,8.0,424.0,1.0
